respondent_id,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex,income_poverty,employment_status,census_msa
22854,1,1,0,2,1,0,0,1,5,5,1,5,4,1,18 - 34 Years,Some College,Male,Below Poverty,Not in Labor Force,"MSA, Principle City"
22858,0,0,1,1,1,0,0,0,4,2,2,4,2,2,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22859,1,1,2,2,1,0,0,1,5,2,1,5,2,1,65+ Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Principle City"
22861,0,0,0,,0,0,0,0,3,1,3,3,1,1,65+ Years,< 12 Years,Male,Below Poverty,Not in Labor Force,"MSA, Principle City"
22863,0,1,2,0,1,0,0,0,4,2,2,3,4,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22866,1,1,1,2,1,0,0,0,4,2,2,4,2,2,18 - 34 Years,Some College,Female,"> $75,000",Employed,"MSA, Not Principle  City"
22867,0,0,2,2,1,0,0,1,4,2,5,4,2,2,45 - 54 Years,12 Years,Female,Below Poverty,Not in Labor Force,Non-MSA
22868,0,0,3,2,1,0,0,0,4,4,2,4,4,1,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22871,1,1,2,0,1,0,1,0,5,1,1,4,2,2,65+ Years,12 Years,Female,,Not in Labor Force,"MSA, Not Principle  City"
22873,0,0,1,1,1,0,0,0,4,1,1,4,1,1,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
22875,1,1,0,1,1,0,1,0,4,2,1,4,1,1,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22876,0,0,0,1,1,0,0,0,4,2,2,2,2,1,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22877,1,1,1,0,1,0,0,0,4,2,2,4,2,2,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22878,0,0,2,1,1,0,1,0,4,2,2,4,4,2,45 - 54 Years,Some College,Female,"> $75,000",Employed,"MSA, Not Principle  City"
22879,0,0,2,1,1,0,1,0,4,2,2,4,2,2,18 - 34 Years,Some College,Male,"> $75,000",Employed,"MSA, Principle City"
22880,0,1,2,1,1,0,0,0,5,4,2,5,4,1,65+ Years,College Graduate,Male,"> $75,000",Not in Labor Force,Non-MSA
22882,0,0,2,2,1,0,0,0,5,4,2,4,2,4,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
22883,0,0,2,1,1,0,0,1,4,3,1,4,4,1,55 - 64 Years,< 12 Years,Female,"> $75,000",Employed,"MSA, Principle City"
22884,0,1,3,2,1,0,0,0,5,3,1,5,2,1,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
22888,0,1,1,1,1,0,1,0,2,2,1,5,1,1,18 - 34 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22889,0,1,0,1,0,0,0,0,4,1,1,4,2,1,65+ Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Principle City"
22890,0,0,2,2,0,0,0,0,3,2,1,4,2,1,18 - 34 Years,< 12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22891,0,1,2,1,1,0,0,1,4,2,4,4,2,5,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22893,0,0,2,1,1,0,0,0,4,4,4,4,2,2,18 - 34 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
22894,0,0,2,2,1,0,0,1,4,2,1,4,2,4,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22896,1,0,2,1,1,0,0,0,5,5,4,4,4,2,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
22900,0,0,0,1,0,0,0,0,2,2,2,2,2,2,18 - 34 Years,< 12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22902,0,1,1,1,0,0,0,0,5,2,2,5,2,2,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22904,0,0,2,2,0,0,0,0,2,4,2,4,2,1,45 - 54 Years,,Female,,Not in Labor Force,"MSA, Not Principle  City"
22907,0,0,2,1,0,0,0,0,4,2,2,4,2,1,35 - 44 Years,Some College,Male,"> $75,000",Employed,Non-MSA
22908,0,0,1,2,1,0,0,0,4,1,1,4,1,1,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22909,0,0,0,0,0,0,0,0,3,1,1,2,1,1,18 - 34 Years,,Female,,,"MSA, Not Principle  City"
22912,0,1,1,2,0,0,0,1,5,1,1,5,2,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22913,0,1,1,1,1,0,0,0,4,4,4,5,2,2,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22914,0,1,1,1,0,0,0,1,4,1,1,5,1,1,65+ Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22917,0,0,0,2,0,0,0,0,4,2,2,4,1,2,18 - 34 Years,Some College,Male,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
22918,0,0,1,1,1,0,0,0,3,2,4,3,4,4,18 - 34 Years,12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Principle City"
22919,0,0,3,1,0,0,1,0,5,4,4,5,4,5,35 - 44 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22920,0,0,0,2,1,0,0,0,2,1,4,2,1,5,45 - 54 Years,College Graduate,Female,,Employed,"MSA, Not Principle  City"
22921,0,1,1,1,1,0,0,1,3,1,5,5,3,2,65+ Years,College Graduate,Female,,Not in Labor Force,"MSA, Not Principle  City"
22922,0,0,1,1,1,0,0,0,4,2,4,2,2,4,18 - 34 Years,12 Years,Female,Below Poverty,Unemployed,Non-MSA
22925,0,0,1,2,1,0,0,0,1,2,2,2,2,4,35 - 44 Years,,Female,,,"MSA, Principle City"
22927,0,0,0,1,0,0,0,0,3,2,1,2,1,1,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22928,0,1,3,2,1,0,0,0,5,4,4,4,4,2,55 - 64 Years,Some College,Female,,Employed,"MSA, Not Principle  City"
22929,0,1,3,2,1,0,0,0,3,2,4,5,4,2,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22930,0,1,2,0,1,0,0,0,3,1,1,5,1,1,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22932,1,1,1,1,0,0,0,0,4,2,2,5,2,1,18 - 34 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22933,0,0,1,1,0,0,0,1,5,2,1,5,1,1,65+ Years,< 12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22934,0,0,3,1,1,0,1,0,4,2,2,4,5,4,35 - 44 Years,12 Years,Male,Below Poverty,Employed,"MSA, Not Principle  City"
22936,0,0,1,2,1,0,0,0,4,2,2,4,4,4,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22937,0,1,1,1,0,0,0,0,4,1,1,4,2,2,35 - 44 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22938,0,0,1,1,0,0,0,0,4,1,1,4,4,2,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
22939,0,0,2,,0,0,0,0,3,4,2,4,2,2,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
22940,0,0,1,1,1,0,1,0,4,4,2,4,4,4,18 - 34 Years,Some College,Female,"> $75,000",Not in Labor Force,Non-MSA
22944,0,0,0,0,1,0,0,0,5,1,1,1,1,1,35 - 44 Years,12 Years,Male,Below Poverty,Employed,"MSA, Not Principle  City"
22945,0,0,2,2,1,0,0,1,4,2,1,4,2,4,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
22946,1,1,0,1,1,0,0,0,5,4,1,5,5,1,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22952,1,0,1,2,0,0,0,0,5,4,2,4,2,2,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22953,0,0,2,2,1,0,0,0,3,1,1,4,2,2,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22954,1,1,3,2,0,0,0,0,5,4,2,5,4,4,65+ Years,College Graduate,Female,,,"MSA, Not Principle  City"
22960,0,0,0,2,0,0,0,0,1,1,1,1,1,1,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22963,0,0,0,2,1,0,0,0,1,1,1,1,1,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22964,1,1,2,2,,0,0,1,4,2,2,4,2,2,65+ Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
22965,0,1,3,0,1,0,1,1,3,5,5,5,5,5,65+ Years,< 12 Years,Female,Below Poverty,Not in Labor Force,Non-MSA
22967,1,1,3,2,0,0,1,0,5,5,5,5,5,5,45 - 54 Years,Some College,Female,Below Poverty,Employed,Non-MSA
22968,0,1,2,1,1,0,0,0,4,4,2,4,4,1,55 - 64 Years,Some College,Male,"> $75,000",Employed,Non-MSA
22969,0,1,1,2,0,0,0,0,1,1,1,5,2,1,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
22970,0,0,2,1,1,0,0,0,4,4,4,4,4,2,18 - 34 Years,12 Years,Female,Below Poverty,Not in Labor Force,Non-MSA
22972,0,1,0,2,1,0,0,1,4,2,2,4,4,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
22974,1,1,2,2,1,0,0,0,5,2,4,5,4,4,65+ Years,Some College,Female,,Not in Labor Force,"MSA, Not Principle  City"
22975,1,0,2,2,1,0,0,0,5,4,1,4,4,2,35 - 44 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
22976,1,1,2,1,1,0,0,1,5,4,4,5,5,5,55 - 64 Years,College Graduate,Female,"> $75,000",Not in Labor Force,Non-MSA
22977,0,0,1,1,1,0,0,0,4,2,2,4,2,2,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22978,0,0,1,0,0,0,0,0,3,1,1,3,1,1,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
22980,1,1,1,1,1,0,0,1,4,4,2,4,4,2,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22981,0,1,1,1,0,0,0,1,4,2,4,4,2,2,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
22982,0,0,1,1,0,0,0,0,4,1,1,4,2,2,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
22985,0,0,1,2,1,0,0,0,4,2,4,4,1,2,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
22986,0,1,2,2,1,0,0,0,4,2,1,4,2,1,65+ Years,Some College,Female,,Employed,"MSA, Principle City"
22988,0,1,0,1,0,0,0,,,,,,,,55 - 64 Years,,Male,,,"MSA, Not Principle  City"
22989,0,0,2,2,0,0,0,1,5,5,4,4,4,2,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
22993,0,0,1,1,1,0,0,0,3,1,2,4,1,2,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
22995,0,0,2,2,0,0,0,0,5,2,2,4,4,4,55 - 64 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Principle City"
22996,0,0,1,2,0,0,0,0,2,1,5,5,1,5,18 - 34 Years,12 Years,Male,Below Poverty,Not in Labor Force,Non-MSA
22999,0,0,0,1,0,0,0,0,4,2,1,4,2,1,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
23002,0,0,1,2,1,0,1,1,3,4,5,1,2,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
23003,0,0,2,1,1,0,0,0,3,5,2,5,4,1,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
23004,1,1,2,1,1,0,0,0,4,2,4,4,2,4,65+ Years,Some College,Female,,Not in Labor Force,"MSA, Not Principle  City"
23006,0,0,3,1,1,0,0,0,5,2,2,4,2,2,65+ Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
23009,0,0,3,1,1,0,0,0,4,4,2,4,4,2,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23010,0,0,2,1,1,0,1,1,3,2,2,4,2,2,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
23011,0,0,1,2,0,0,0,1,2,2,2,4,1,4,18 - 34 Years,College Graduate,Female,,Employed,"MSA, Not Principle  City"
23012,0,0,2,1,1,0,0,0,4,4,2,2,5,1,18 - 34 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
23013,0,1,2,2,1,0,0,0,4,4,4,5,4,2,35 - 44 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
23019,0,0,0,0,0,0,0,1,5,1,1,5,4,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
23022,0,0,1,1,0,0,0,0,4,3,2,4,4,2,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
23025,0,0,2,2,1,0,1,0,4,2,1,4,2,1,45 - 54 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
23029,0,0,1,2,1,0,0,0,4,4,2,4,4,2,45 - 54 Years,,Male,,,"MSA, Principle City"
23030,0,1,1,2,1,0,0,1,4,1,2,4,4,2,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23031,0,0,2,1,1,0,0,0,3,2,2,4,4,2,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23032,1,0,1,2,0,0,0,0,5,2,1,5,2,1,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
23033,0,0,2,2,,0,0,1,3,1,5,1,1,4,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
23034,0,0,2,1,1,0,1,0,4,4,4,4,2,4,18 - 34 Years,,Female,,,"MSA, Not Principle  City"
23037,0,1,2,2,1,0,1,1,4,3,2,3,1,1,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23038,0,0,1,1,0,0,0,1,2,1,1,4,1,1,45 - 54 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
23039,0,1,2,1,1,0,0,0,4,2,2,5,2,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
23041,0,0,1,1,1,0,0,0,4,2,2,2,2,4,18 - 34 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
23044,1,1,0,0,0,0,0,0,1,1,1,1,1,1,65+ Years,< 12 Years,Male,Below Poverty,Not in Labor Force,"MSA, Principle City"
23046,0,0,2,1,0,0,0,0,4,2,2,4,1,2,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
23048,0,0,1,2,1,0,1,0,3,5,2,4,1,2,18 - 34 Years,12 Years,Female,"> $75,000",Not in Labor Force,"MSA, Principle City"
23049,0,1,1,2,,0,0,0,3,1,1,3,1,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23050,0,0,2,2,1,0,0,0,4,2,2,4,2,2,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
23051,1,1,2,2,0,0,0,1,4,4,2,5,5,1,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
23053,0,0,1,1,1,0,0,0,4,2,2,2,2,2,35 - 44 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
23057,0,0,0,1,1,0,0,1,3,1,2,3,1,2,55 - 64 Years,Some College,Female,,Employed,"MSA, Principle City"
23058,0,0,1,2,0,0,0,1,1,4,5,2,1,5,45 - 54 Years,College Graduate,Female,,Employed,"MSA, Not Principle  City"
23059,1,1,1,1,1,0,0,0,5,1,1,5,2,1,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
23061,0,0,1,2,1,0,0,0,4,2,1,4,1,1,35 - 44 Years,Some College,Female,,Employed,Non-MSA
23062,0,0,0,1,1,0,0,0,4,1,1,4,1,1,35 - 44 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
23063,0,0,1,2,0,0,0,0,3,2,1,3,1,1,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
23065,0,0,2,2,1,0,0,0,5,1,1,5,2,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
23067,0,1,2,2,0,0,0,1,5,2,4,5,5,1,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
23070,0,1,1,1,0,0,0,0,2,1,1,2,2,1,18 - 34 Years,12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Principle City"
23071,0,1,3,1,1,0,0,0,3,5,2,5,5,4,45 - 54 Years,,Male,,,Non-MSA
23072,0,0,1,2,1,0,0,0,4,2,2,4,4,2,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
23074,0,1,1,1,1,0,0,0,4,1,2,4,2,1,35 - 44 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
23075,0,0,2,1,0,0,0,0,3,2,2,4,2,2,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
23076,0,1,3,2,1,0,0,1,3,4,4,5,5,1,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23077,0,0,2,1,1,0,0,1,4,2,4,4,4,1,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
23078,0,0,0,1,0,0,0,0,5,1,1,5,2,1,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
23079,0,0,1,1,0,0,0,0,3,3,1,3,1,1,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
23081,0,0,2,1,1,0,1,0,5,3,1,5,1,1,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Unemployed,Non-MSA
23083,1,1,3,2,1,0,1,0,5,4,4,5,4,4,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
23084,0,1,1,1,0,0,0,0,4,2,1,5,2,1,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
23085,0,0,3,1,0,0,0,0,4,2,2,2,1,4,18 - 34 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
23088,0,1,2,2,0,0,0,1,4,4,2,5,4,2,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
23090,0,0,2,2,0,0,0,0,1,1,1,1,4,1,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
23093,1,1,3,1,1,0,1,0,5,5,2,5,5,4,18 - 34 Years,< 12 Years,Male,,,"MSA, Not Principle  City"
23096,0,0,1,2,1,0,0,0,4,1,1,5,2,1,18 - 34 Years,12 Years,Male,"> $75,000",Employed,"MSA, Not Principle  City"
23097,0,0,3,1,0,0,0,0,4,2,4,1,2,4,18 - 34 Years,Some College,Male,Below Poverty,Employed,"MSA, Not Principle  City"
23098,0,0,2,1,1,0,0,0,4,1,1,4,1,1,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
23101,0,0,1,1,1,0,0,1,4,2,1,4,2,1,35 - 44 Years,Some College,Female,"> $75,000",Employed,"MSA, Not Principle  City"
23102,0,0,0,2,0,0,0,0,5,1,1,5,1,1,35 - 44 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23103,0,0,0,1,0,0,0,0,2,1,1,5,1,1,65+ Years,< 12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
23104,0,1,1,1,0,0,0,0,3,1,1,5,4,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
23105,0,1,1,1,1,0,0,0,4,1,2,4,4,2,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
23106,0,0,2,1,0,0,0,0,3,3,4,2,3,4,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
23107,0,0,2,1,1,0,0,0,4,3,1,5,2,2,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
23108,0,0,2,1,1,0,0,0,5,2,2,4,2,2,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
23109,0,1,2,2,0,0,0,0,4,2,2,5,2,1,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
23110,0,1,2,2,0,0,0,0,3,3,1,4,1,4,65+ Years,College Graduate,Male,,Employed,"MSA, Not Principle  City"
23111,0,0,1,2,1,0,0,0,5,2,1,4,2,1,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
23112,0,0,0,2,0,0,0,0,4,1,1,2,1,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
23113,1,1,1,2,1,0,0,0,5,2,2,5,2,4,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
23114,0,1,1,1,0,0,0,0,3,2,2,4,3,1,65+ Years,Some College,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
23115,0,0,2,0,0,0,0,0,2,2,1,4,2,1,18 - 34 Years,< 12 Years,Female,,Unemployed,Non-MSA
23116,1,1,2,1,1,0,0,0,5,2,2,5,1,4,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
23117,0,1,1,2,1,0,0,0,3,1,2,5,3,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
23118,0,0,,0,0,0,0,,,,,,,,45 - 54 Years,,Female,,,Non-MSA
23120,0,0,2,2,0,0,0,0,5,1,2,5,2,2,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23121,0,0,2,1,1,0,1,0,4,1,2,4,1,4,35 - 44 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23122,0,1,2,2,1,0,0,1,4,2,2,5,2,1,55 - 64 Years,< 12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
23123,0,1,1,2,1,0,1,,4,2,3,2,,1,18 - 34 Years,,Female,,,"MSA, Principle City"
23124,0,0,1,1,1,0,0,0,5,2,1,5,4,2,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
23125,0,0,1,1,0,0,0,0,4,2,2,4,2,2,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
23128,0,0,2,1,1,0,0,0,5,2,1,4,2,1,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23129,0,0,0,0,1,0,0,0,1,1,2,1,1,4,45 - 54 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23130,0,1,0,0,0,0,0,1,4,1,1,5,1,2,55 - 64 Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
23132,1,1,2,2,1,0,0,0,4,1,4,4,2,2,65+ Years,Some College,Female,,Employed,"MSA, Not Principle  City"
23135,1,1,3,1,0,0,0,1,5,4,2,5,5,4,45 - 54 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
23136,1,1,1,1,0,0,0,0,4,2,1,4,1,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
23137,0,0,0,2,0,0,0,0,1,1,1,1,1,1,45 - 54 Years,,Female,,Not in Labor Force,Non-MSA
23139,0,0,2,1,1,0,0,0,3,2,4,4,1,4,65+ Years,12 Years,Female,,Not in Labor Force,Non-MSA
23140,0,0,0,2,0,0,0,0,1,1,5,1,1,5,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Unemployed,"MSA, Principle City"
23141,1,1,1,1,1,0,0,1,4,2,1,4,4,1,55 - 64 Years,,Male,,,"MSA, Not Principle  City"
23142,1,1,1,1,0,0,0,0,5,1,4,5,4,4,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23143,1,1,2,2,1,0,0,0,5,4,2,5,2,1,18 - 34 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
23144,0,0,2,1,0,0,0,0,3,1,1,5,1,1,55 - 64 Years,< 12 Years,Female,,Not in Labor Force,Non-MSA
23145,1,1,2,2,1,0,0,0,4,4,2,4,4,1,35 - 44 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
23147,1,1,2,2,1,0,0,1,3,2,1,4,2,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
23148,1,1,2,1,1,0,0,1,3,3,4,5,4,2,45 - 54 Years,College Graduate,Female,,Employed,"MSA, Not Principle  City"
23149,1,1,1,2,1,0,0,1,5,1,2,5,2,2,65+ Years,Some College,Female,,Not in Labor Force,Non-MSA
23150,0,0,1,1,1,0,1,1,1,3,1,5,5,1,65+ Years,Some College,Female,,Not in Labor Force,"MSA, Not Principle  City"
23151,0,1,1,1,1,0,0,1,4,2,2,4,4,2,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
23152,0,0,2,2,1,0,0,1,4,4,5,5,1,4,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
23154,0,0,0,0,0,0,0,0,1,1,1,4,1,4,18 - 34 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
