respondent_id,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex,income_poverty,employment_status
23545,0,1,2,2,0,0,0,1,4,2,2,4,4,1,2,2,1,1,1
23546,0,0,1,2,1,0,0,0,4,2,1,1,1,1,2,2,1,2,1
23548,0,0,1,1,0,0,0,0,4,2,1,4,2,1,0,3,0,1,1
23552,0,1,2,1,1,0,0,0,4,2,1,4,1,1,3,3,1,1,1
23554,0,0,0,2,1,0,1,0,4,1,1,4,1,4,0,3,0,1,1
23556,0,0,0,0,0,0,0,1,3,1,1,1,1,1,4,3,0,1,2
23557,1,1,2,2,0,0,0,1,5,4,1,5,5,1,0,3,1,2,1
23558,0,1,1,1,1,0,0,0,4,2,2,1,2,2,0,3,0,2,1
23562,0,1,2,2,1,0,0,0,5,4,1,5,4,1,3,3,0,,1
23563,0,0,2,2,0,0,1,1,4,3,1,4,4,1,0,2,1,,1
23564,0,0,2,1,1,0,1,0,4,2,4,4,4,2,2,2,0,1,1
23565,0,0,0,1,0,0,0,1,2,1,1,2,1,1,2,1,1,,2
23569,0,1,3,2,1,0,0,0,5,4,2,5,2,2,4,2,1,2,2
23570,0,0,3,1,1,0,1,0,5,1,4,5,2,4,1,3,0,1,0
23572,1,1,2,1,0,0,0,1,4,1,2,4,2,2,4,3,0,1,1
23574,1,1,2,2,0,0,0,1,5,2,4,5,2,2,2,2,1,1,1
23575,0,0,1,0,0,0,0,0,4,2,2,4,2,4,0,1,0,,0
23577,0,1,1,2,0,0,0,0,5,1,1,5,4,1,1,3,1,1,1
23578,0,1,2,2,1,0,0,0,4,4,1,4,4,1,1,3,1,1,1
23579,1,1,2,2,0,0,0,1,3,4,4,5,4,1,1,2,0,2,1
23580,0,1,0,0,0,0,0,0,3,1,2,4,2,1,4,2,0,,2
23581,0,0,1,2,0,0,0,0,5,1,1,5,1,1,2,3,1,2,1
23582,0,0,1,2,1,0,0,0,4,2,2,4,2,2,3,1,1,1,1
23583,0,0,2,1,1,0,0,1,4,1,1,1,1,4,1,3,1,1,1
23585,0,0,1,2,1,0,0,,,,,,,,3,,0,,
23587,0,0,2,1,0,0,1,0,4,5,4,4,4,4,0,2,1,1,2
23589,0,1,2,1,1,0,0,0,4,1,2,5,2,2,4,3,0,1,1
23590,0,0,2,1,1,0,0,0,4,2,4,4,2,2,1,3,1,1,1
23592,0,1,2,1,0,0,0,0,3,1,4,5,2,1,4,3,1,1,2
23597,0,1,2,2,1,0,0,1,5,4,2,5,4,1,3,3,1,1,1
23599,0,0,1,1,1,0,0,0,3,2,1,4,2,1,3,3,1,2,1
23603,0,1,2,2,1,0,0,0,5,2,2,4,2,1,2,3,0,2,1
23605,0,0,1,1,1,0,0,0,5,2,1,4,2,1,0,2,1,0,1
23606,1,0,1,1,0,0,0,1,4,2,1,4,2,1,0,1,0,2,1
23607,0,1,1,2,1,0,1,1,3,1,1,5,1,1,4,1,0,,1
23608,0,0,2,1,0,0,0,1,4,2,4,4,4,2,2,2,0,2,1
23609,0,1,2,1,0,0,1,0,4,1,2,5,4,2,3,2,0,1,1
23610,1,1,2,2,1,0,0,0,4,4,1,4,4,1,0,3,0,1,1
23611,1,1,2,2,1,0,0,0,4,2,2,5,4,2,4,3,0,2,2
23613,1,1,1,2,1,0,0,0,5,2,4,5,5,1,4,3,0,1,2
23617,0,1,2,1,0,0,0,1,4,2,4,4,5,4,2,0,1,0,2
23618,1,1,1,1,0,0,0,0,5,2,1,4,2,1,0,2,1,0,2
23620,0,0,3,2,1,0,0,0,5,2,5,1,1,5,2,1,1,1,1
23624,0,0,0,0,1,0,0,1,4,1,1,4,1,1,4,2,0,1,2
23626,0,0,3,2,1,0,1,1,4,1,2,4,2,2,4,3,1,1,0
23629,1,1,2,2,1,0,0,0,3,2,2,4,2,1,4,2,1,1,2
23631,0,1,1,1,1,0,0,1,5,1,2,5,2,1,4,0,0,1,2
23632,0,0,1,2,1,0,0,0,5,2,2,5,2,1,2,2,0,,1
23633,0,0,2,1,1,0,0,0,4,2,2,4,2,2,0,0,0,1,1
23634,0,0,3,0,0,0,0,0,4,2,4,2,2,4,2,0,0,,0
23635,0,0,3,1,1,0,0,0,3,4,4,4,5,5,0,3,1,2,2
23636,0,0,1,1,1,0,0,0,3,4,2,2,2,2,2,3,1,1,1
23638,1,1,2,2,1,0,0,0,5,4,4,5,2,4,2,3,0,2,0
23642,0,0,3,2,0,0,1,0,4,2,2,4,1,1,0,3,0,2,1
23643,1,1,2,2,1,0,0,0,5,2,1,4,4,1,2,3,1,2,1
23645,1,1,1,2,1,0,0,0,4,2,1,4,1,1,3,2,0,1,1
23646,0,0,1,1,1,0,0,0,4,2,1,5,2,1,3,2,1,1,1
23647,0,1,1,1,1,0,1,0,4,1,1,4,1,1,0,3,0,2,1
23648,0,0,0,2,0,0,0,1,4,1,1,1,2,5,4,2,1,1,2
23649,0,0,0,0,1,0,0,0,4,1,1,4,2,1,2,1,0,1,0
23650,0,1,2,1,1,0,0,0,5,2,1,5,4,1,4,3,1,1,2
23651,0,0,0,0,0,0,,0,3,3,1,3,3,1,4,0,0,,2
23654,0,0,3,1,0,0,1,0,4,2,4,5,2,2,0,1,0,1,1
23657,0,0,2,1,1,0,0,0,4,1,1,5,1,1,2,2,0,1,1
23659,0,1,1,0,0,0,0,0,3,1,2,5,1,1,4,1,1,,2
23660,0,1,2,2,1,0,1,0,5,2,2,5,5,2,0,1,1,1,1
23662,0,0,1,2,0,0,0,1,4,1,1,4,1,1,3,2,1,0,1
23663,0,1,2,1,1,0,0,0,4,2,2,4,2,2,2,3,1,2,1
23664,1,1,1,1,1,0,0,1,4,1,1,5,4,2,2,1,0,2,1
23665,1,1,1,1,0,0,0,0,4,1,2,5,2,1,3,1,0,1,2
23666,0,1,3,2,1,0,0,1,3,1,1,5,5,1,2,2,0,,1
23667,0,1,1,1,1,0,0,1,4,2,2,4,4,1,3,1,1,1,2
23669,0,1,0,1,1,0,0,0,5,1,1,5,4,1,4,2,0,2,2
23670,1,0,3,2,1,0,0,0,5,4,4,2,2,2,2,1,0,0,0
23671,0,0,0,1,0,0,0,0,4,1,2,2,1,4,0,,1,,
23672,0,1,1,2,0,0,1,1,3,3,1,5,2,1,3,1,1,1,2
23673,0,1,1,1,0,0,0,0,3,2,2,5,4,1,3,3,1,1,1
23674,1,1,2,1,1,0,0,0,4,4,1,4,4,4,4,3,0,2,2
23676,1,1,2,1,1,0,0,0,4,4,4,5,5,2,3,1,1,1,1
23677,0,0,1,2,1,0,0,0,4,2,1,4,2,1,1,3,1,2,1
23678,0,0,0,1,1,0,0,0,4,1,4,4,1,4,1,3,0,,1
23681,0,1,1,1,1,0,0,1,4,1,1,5,4,4,0,2,0,1,1
23684,0,1,2,1,1,0,0,0,4,2,2,5,2,1,4,3,1,1,2
23685,0,0,3,2,1,0,0,0,4,5,4,4,2,1,0,,0,,
23686,0,1,1,1,1,0,0,0,2,1,2,4,4,4,0,3,1,2,1
23687,1,1,2,0,1,0,1,,,,,,,,2,,1,,
23688,0,1,2,0,1,0,0,,,,,,,,3,,1,,
23690,1,1,1,1,0,0,0,0,5,1,1,5,4,2,2,1,0,2,1
23692,0,0,1,1,1,0,0,0,2,1,1,2,1,1,4,1,0,1,2
23693,0,1,3,2,1,0,0,1,3,2,3,4,3,4,4,1,0,,2
23694,1,1,2,2,0,0,0,1,5,4,2,5,4,1,4,3,1,2,1
23696,0,1,2,1,1,0,0,0,1,1,1,1,1,1,1,2,0,2,1
23697,1,0,2,1,0,0,1,,,,,,,,2,,0,,
23698,1,1,3,1,1,0,0,1,5,5,2,5,4,1,4,3,0,1,2
23699,0,1,0,1,0,0,0,0,3,1,1,5,1,1,4,2,0,2,2
23700,0,0,2,2,1,0,0,0,4,2,2,4,4,2,1,3,0,2,1
23701,0,1,2,1,1,0,0,0,5,2,2,5,4,4,1,1,0,1,1
23703,0,1,0,0,0,0,1,1,3,1,1,4,4,2,4,0,1,,2
23706,0,0,1,2,1,0,0,0,4,5,2,4,5,2,0,2,1,1,1
23709,0,0,2,1,1,0,0,0,4,4,1,4,4,1,0,3,1,2,1
23710,0,0,1,2,0,0,0,0,5,2,2,5,4,2,2,3,0,1,0
23711,1,0,1,2,0,0,0,0,4,1,1,4,2,4,0,3,1,,1
23713,1,0,2,2,1,0,0,0,5,4,4,4,4,1,2,1,1,2,1
23714,0,0,0,1,0,0,0,1,3,1,4,3,2,4,3,2,1,,1
23715,1,1,2,1,0,0,0,1,5,4,4,4,4,4,3,3,1,1,1
23716,0,0,1,1,0,0,0,0,5,5,5,4,4,2,1,1,1,0,1
23719,0,0,2,1,1,0,0,0,4,2,4,4,2,4,3,3,1,1,1
23722,0,1,0,1,0,0,0,,3,3,2,,,,2,,0,,
23723,1,1,0,2,0,0,0,1,4,1,1,5,1,1,3,3,0,1,2
23727,0,0,0,2,0,0,0,0,2,1,4,1,1,2,1,2,1,2,1
23730,0,1,0,1,1,0,0,0,4,1,1,5,1,1,4,2,1,2,2
23731,1,1,1,1,0,0,0,0,4,2,1,4,4,1,1,1,0,1,1
23733,0,1,2,1,1,0,0,0,5,2,2,5,4,5,2,3,0,2,1
23734,0,0,2,1,1,0,1,0,2,2,1,5,1,4,0,1,0,0,1
23735,0,0,2,1,1,0,0,1,3,5,4,5,5,4,2,3,1,2,1
23736,0,0,0,1,0,0,0,0,1,1,4,1,1,4,0,1,0,0,1
23737,0,1,2,2,0,0,0,0,4,2,2,4,2,2,1,2,1,1,1
23739,0,1,2,2,1,0,0,1,5,1,1,5,2,1,4,3,1,2,1
23740,0,0,2,2,1,0,0,0,5,1,1,4,1,1,2,3,0,2,1
23742,0,0,2,1,1,0,0,0,4,2,2,5,4,2,0,3,1,0,1
23743,0,0,0,1,0,0,0,0,4,1,1,1,2,1,0,0,0,2,2
23746,0,0,3,0,0,0,1,1,5,5,5,5,5,5,3,,0,,
23747,0,0,2,1,0,0,0,0,5,2,2,4,2,2,2,3,0,2,1
23749,0,0,1,2,0,0,0,0,4,2,2,4,2,4,1,3,1,1,1
23750,0,1,2,2,1,0,1,1,5,4,4,5,5,1,3,0,1,,2
23753,0,1,3,1,1,0,0,1,5,3,1,5,5,1,4,0,1,,
23754,0,0,0,1,1,0,0,0,4,2,1,4,1,1,0,1,0,1,1
23755,0,0,0,1,1,0,0,0,4,2,4,4,4,2,1,1,0,1,1
23756,0,0,1,1,1,0,0,0,4,2,2,4,2,2,0,1,1,1,1
23757,0,0,1,1,0,0,0,0,3,1,1,3,1,1,4,2,0,1,1
23758,0,0,2,1,1,0,0,0,3,2,2,3,2,2,1,3,0,1,1
23759,0,1,2,1,1,0,0,1,4,2,4,5,5,4,2,3,1,,1
23762,0,0,1,2,1,0,0,0,4,2,4,4,2,4,2,3,1,2,1
23763,0,1,2,2,1,0,0,0,5,4,2,5,4,2,1,3,1,2,1
23766,0,0,1,1,1,0,0,0,4,2,2,5,4,1,0,3,0,1,1
23767,0,0,1,1,1,0,0,0,4,2,1,4,2,1,0,2,0,1,1
23768,1,1,2,1,1,0,0,0,3,3,2,4,3,4,3,2,0,1,1
23770,0,0,1,0,0,0,0,0,2,1,2,2,4,2,0,1,0,0,1
23772,0,0,2,2,1,0,0,,3,2,2,4,,,0,,1,,
23775,0,0,1,1,0,0,0,0,1,1,1,1,2,4,0,1,0,0,0
23776,1,1,2,1,0,0,0,0,5,2,1,5,4,1,4,1,1,1,2
23779,0,1,2,2,1,0,0,1,4,2,2,5,2,1,1,3,1,1,1
23783,0,0,1,0,1,0,0,0,4,2,1,4,2,1,0,,0,,
23784,0,1,3,1,1,0,0,0,4,4,4,4,4,4,3,1,1,1,0
23786,1,0,1,1,0,0,0,0,4,2,1,4,1,2,2,3,0,1,1
23788,0,0,0,1,0,0,0,0,4,1,5,5,1,5,1,1,1,,1
23792,0,0,1,1,1,0,0,0,2,1,1,1,1,4,3,2,1,0,0
23793,0,1,2,2,1,0,0,0,5,2,2,4,2,1,3,3,0,2,1
23794,0,0,0,0,1,0,0,0,,1,1,,1,1,2,3,0,2,1
23795,0,0,2,0,1,0,1,1,4,4,4,5,2,4,4,0,1,0,2
23796,0,0,0,0,1,0,0,1,5,1,1,1,1,1,3,2,1,,1
23797,0,0,1,1,1,0,0,0,4,1,1,4,1,1,0,3,0,1,1
23799,0,0,1,2,1,0,0,0,4,2,4,4,4,4,0,3,1,2,2
23801,0,0,1,1,1,0,0,0,4,2,2,4,2,2,4,2,1,1,2
23802,1,1,2,2,1,0,0,0,5,1,1,5,1,1,4,2,1,,2
23803,0,0,0,2,0,0,0,0,1,1,4,3,1,1,1,1,0,1,
23804,0,0,0,1,0,0,0,0,4,1,1,4,1,1,2,1,0,1,1
23805,1,1,1,0,1,0,0,1,3,3,1,5,3,1,4,2,1,1,2
23807,0,1,1,2,1,0,0,1,5,4,2,4,5,2,2,3,0,2,1
23809,0,0,2,2,1,0,1,0,4,2,4,5,2,2,3,1,0,1,2
23811,0,1,2,2,0,0,0,0,4,1,1,5,2,1,4,3,0,1,2
23812,1,1,2,1,1,0,0,1,3,4,4,5,4,4,2,2,1,1,1
23813,0,1,0,0,1,0,0,1,4,1,1,4,2,1,4,2,0,1,2
23815,0,0,1,1,0,0,0,0,5,1,1,4,2,1,3,3,0,1,1
23817,0,0,1,1,0,0,0,0,4,1,1,4,1,1,4,3,1,,2
23818,0,0,0,2,1,0,0,0,4,4,4,4,2,4,0,0,0,1,1
23820,0,1,3,0,0,0,1,1,5,3,5,5,4,3,4,0,1,0,2
23821,0,0,2,2,0,0,1,0,4,4,2,4,4,4,3,0,1,1,2
23823,0,0,3,2,1,0,0,0,2,5,5,4,1,1,0,2,1,0,1
23825,0,0,2,1,0,0,1,0,4,4,4,4,4,1,0,0,0,2,2
23827,1,1,1,1,1,0,0,1,3,1,1,3,2,1,4,1,1,1,2
23829,1,0,2,2,1,0,0,0,4,2,2,2,1,4,2,2,0,2,1
23830,0,0,3,0,0,0,0,0,4,1,2,4,1,4,4,0,0,,2
23831,0,0,2,1,1,0,0,0,3,2,2,4,1,2,2,1,0,1,1
23832,0,1,3,2,1,0,0,0,4,2,4,5,4,4,1,2,0,2,0
23833,0,0,0,2,0,0,0,0,3,1,1,1,2,1,3,3,0,2,1
23834,0,1,1,1,1,0,0,0,4,1,1,5,2,1,2,1,0,1,1
23835,0,0,2,0,1,0,0,0,4,2,2,1,1,5,2,2,0,2,1
23837,0,0,2,2,1,0,1,0,4,1,1,4,1,1,1,3,1,2,1
23838,0,0,1,2,1,0,0,0,5,2,2,5,2,2,0,2,0,2,0
23839,0,0,2,1,1,0,0,0,4,2,4,4,2,2,1,3,0,,1
23840,0,0,1,2,0,0,0,1,2,2,1,2,2,2,2,2,0,2,1
23842,0,1,2,2,1,0,0,0,4,2,4,5,4,4,4,2,1,1,2
23844,1,1,2,2,1,0,0,0,4,5,4,4,5,4,0,3,1,2,1
23845,0,0,1,1,1,0,0,1,3,1,1,4,1,1,1,3,1,1,0
23846,0,0,2,1,0,0,0,0,2,2,2,1,2,1,0,1,0,1,1
23847,0,1,0,2,1,0,0,1,4,1,1,5,1,1,3,3,1,2,2
23848,0,1,2,0,1,0,0,1,3,,2,3,3,1,4,,0,,2
23849,1,1,2,1,1,0,1,0,4,5,4,4,4,1,4,3,0,1,2
23850,0,0,2,1,0,0,0,0,3,2,4,5,2,4,0,2,0,1,1
23853,0,1,1,2,0,0,0,0,2,2,5,2,2,2,0,,0,,
23854,0,0,0,2,1,0,0,1,4,2,1,4,1,1,0,3,1,1,2
23857,0,0,2,2,0,0,0,0,4,2,2,4,2,2,0,3,0,2,1
23858,0,1,1,1,1,0,0,0,2,1,2,2,4,1,3,3,0,2,1
23859,0,0,1,0,1,0,0,0,5,2,1,4,1,1,0,0,0,0,1
23861,0,0,1,1,1,0,0,0,4,2,2,4,2,1,1,2,1,2,1
23862,1,1,2,2,1,0,0,0,5,4,2,5,2,1,0,3,0,2,1
23865,0,1,2,1,1,0,0,0,3,3,2,5,4,1,4,1,1,1,1
23868,0,1,1,0,0,0,0,1,1,1,2,5,2,1,4,2,1,0,2
23869,0,0,1,1,0,0,0,1,4,2,2,4,2,4,4,1,0,1,2
23871,0,0,2,1,1,0,0,0,4,2,1,4,2,5,2,3,0,0,1
23874,1,1,1,2,1,0,0,0,5,2,2,4,4,2,2,2,1,1,1
23875,0,0,1,2,0,0,0,0,3,2,1,5,1,1,1,3,1,2,1
23877,0,0,,1,1,0,1,0,3,1,1,5,1,1,4,3,1,,2
23880,0,0,1,2,1,0,0,0,2,1,1,2,1,1,1,3,0,1,1
23881,0,1,2,1,0,0,0,0,4,1,4,4,4,4,4,1,0,1,2
23882,0,1,1,1,0,0,1,0,2,1,1,4,2,1,4,3,0,1,2
23883,0,0,2,2,0,0,0,0,4,2,2,2,1,5,2,3,0,1,1
23885,1,1,1,2,1,0,0,0,5,4,1,5,4,1,3,2,1,2,1
23887,0,0,1,1,1,0,0,0,2,2,2,4,2,2,1,3,1,2,1
23889,0,1,3,1,1,0,0,1,4,2,1,5,1,1,4,2,1,1,1
23890,0,0,1,1,,0,0,,3,,,,,,4,,1,,
23891,0,0,1,1,0,0,0,1,4,2,4,4,2,5,1,3,0,0,0
23892,1,0,2,1,0,0,1,1,4,4,4,4,4,5,0,0,1,0,2
23894,0,0,3,2,1,0,0,0,5,2,1,5,2,1,2,3,0,2,1
23895,0,1,2,1,0,0,0,1,4,2,2,5,4,2,1,2,0,2,1
23897,0,0,2,1,1,0,0,0,4,1,4,4,4,2,2,2,0,1,1
23898,0,0,3,1,1,0,1,0,3,3,5,2,2,4,1,1,0,1,1
23899,0,0,1,2,1,0,0,0,4,2,2,4,4,2,2,2,0,2,1
23903,1,1,2,1,0,0,1,0,4,5,4,4,5,2,2,1,1,1,1
23904,0,0,2,1,1,0,0,0,5,2,2,4,2,1,0,3,1,2,1
23905,0,1,2,1,0,0,0,0,4,4,4,5,2,2,2,3,1,2,1
23908,0,1,2,1,1,0,0,1,4,4,4,5,5,1,2,1,1,1,2
23910,1,1,3,2,1,0,0,1,5,4,1,5,4,1,4,3,1,1,2
23911,0,0,1,1,0,0,0,0,3,1,1,3,1,1,0,3,1,1,1
23913,0,0,0,1,0,0,0,0,1,1,1,1,1,1,3,1,0,1,0
23915,0,1,1,2,1,0,0,0,4,2,2,5,2,2,2,3,0,2,1
23916,0,0,2,2,1,0,1,1,5,2,2,4,1,4,0,3,1,2,1
23917,0,0,1,2,1,0,0,0,5,2,2,5,2,2,0,3,0,1,1
23919,0,0,3,0,1,0,1,0,4,4,1,4,4,4,0,0,1,0,1
23921,1,1,2,2,1,0,0,0,4,4,5,2,2,4,4,3,1,1,2
23923,0,0,1,1,0,0,0,0,4,1,1,4,1,1,1,3,0,2,1
23926,1,1,0,1,0,0,0,0,4,2,1,2,2,2,0,3,0,2,1
23927,0,0,2,2,0,0,0,1,4,2,5,4,2,5,3,3,1,1,1
23928,1,1,3,1,0,0,1,0,3,3,5,4,4,2,0,3,1,2,
23931,1,0,2,1,0,0,0,0,4,4,5,4,4,2,2,3,0,0,2
23932,0,0,1,2,1,0,0,0,4,2,1,4,1,1,2,2,1,1,1
23933,1,1,2,2,1,0,0,0,4,4,1,4,3,1,1,3,1,1,1
23935,0,0,2,1,1,0,0,0,4,2,4,4,4,4,0,0,1,1,1
23937,0,1,2,0,0,0,0,0,4,4,2,5,4,2,2,1,0,0,1
23939,1,0,2,1,1,0,0,0,3,1,1,4,1,1,3,3,1,1,2
23940,0,1,2,2,1,0,0,0,3,3,2,4,2,4,4,,0,,
23941,0,0,0,2,1,0,0,,4,1,1,4,1,1,4,,1,,2
23942,0,0,2,1,1,0,0,0,4,2,4,4,1,1,1,2,1,1,2
23944,1,1,3,2,1,0,0,0,5,2,1,5,2,1,4,3,1,1,2
23945,0,1,2,1,1,0,0,1,4,2,1,4,2,1,4,3,0,2,2
23946,0,0,2,1,1,0,0,0,4,4,2,4,4,4,2,0,0,2,1
23947,1,1,2,1,0,0,0,0,5,2,2,5,2,1,0,2,1,1,1
23948,0,0,3,1,1,0,1,0,5,5,5,5,5,5,0,0,1,0,2
23949,0,1,1,1,1,0,0,1,5,2,2,5,4,1,2,1,1,2,1
23950,0,0,1,1,0,0,0,0,4,2,5,4,2,5,3,3,1,1,0
23951,0,1,1,1,0,0,0,1,3,2,2,5,5,2,3,1,1,1,2
23952,0,0,1,1,1,0,0,0,4,1,2,2,2,2,0,3,1,1,1
23953,0,1,1,2,1,0,0,0,5,2,1,4,2,1,3,3,0,2,1
23954,0,0,0,1,1,0,0,1,4,2,1,4,2,1,1,2,0,1,1
23957,0,1,2,2,0,0,0,0,5,2,1,5,2,2,3,3,0,2,1
23959,0,0,1,1,1,0,1,1,4,2,1,2,1,1,3,1,1,1,1
23960,1,1,2,1,1,0,0,0,5,4,1,5,3,1,4,0,1,1,2
23961,0,0,0,1,0,0,0,0,4,1,1,4,1,1,0,3,0,2,1
23964,0,1,1,1,1,0,1,1,4,1,1,4,2,2,4,1,0,1,2
23967,0,0,0,1,1,0,0,0,4,1,1,5,1,1,0,0,0,1,2
23969,0,0,2,1,0,0,0,0,4,2,2,4,2,2,3,3,0,1,1
23970,0,0,2,2,0,0,0,1,5,5,4,5,4,1,0,2,1,1,2
23973,1,1,1,2,0,0,0,1,4,2,2,4,2,1,3,2,0,2,1
23974,0,0,2,1,1,0,0,0,4,2,1,4,2,1,3,2,1,1,1
23976,0,0,1,1,0,0,0,0,4,1,1,4,2,1,4,2,0,1,2
23977,1,1,1,2,1,0,0,0,5,2,2,5,4,2,3,3,1,2,1
23979,0,0,1,1,0,0,0,0,2,1,1,2,1,1,3,3,0,1,1
23980,0,0,2,2,1,0,0,0,3,1,2,3,2,2,4,3,0,2,2
23981,0,0,1,1,1,0,0,1,2,1,1,2,1,1,0,1,0,1,1
23983,0,0,0,0,0,0,0,0,3,1,1,3,1,1,1,2,1,0,2
23984,0,0,2,1,1,0,0,1,5,1,2,5,1,1,3,3,0,2,1
23989,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,,0
23992,0,1,1,0,0,0,0,,,,,,,,2,,0,,
23994,1,1,3,2,0,0,0,1,5,4,2,5,5,2,3,3,1,1,1
23995,0,0,2,0,1,0,0,1,4,4,4,4,2,4,4,1,1,1,1
23996,0,0,2,1,1,0,0,0,3,2,2,5,2,2,0,3,1,1,1
23997,0,0,1,1,0,0,0,0,4,2,1,5,2,1,0,2,0,1,1
23998,0,0,1,2,1,0,0,0,4,4,1,4,4,1,2,3,0,2,1
23999,0,1,3,1,1,0,0,0,4,2,4,4,4,5,4,3,1,2,0
24000,1,1,3,1,0,0,0,0,5,1,1,5,1,1,4,3,0,1,2
24001,0,0,3,0,1,0,1,0,5,4,4,4,5,5,0,0,1,0,0
24003,0,0,2,1,1,0,0,0,4,1,2,3,1,1,2,2,1,,0
24005,0,0,2,1,1,0,0,0,3,3,1,4,1,2,3,2,1,1,1
24007,0,0,0,1,0,0,0,0,3,1,1,1,2,1,0,3,0,0,1
24008,1,1,2,2,1,0,0,0,5,4,1,4,4,1,2,3,1,1,1
24011,0,1,1,2,1,0,0,0,4,1,1,5,4,1,4,3,1,1,1
24012,1,1,1,1,0,0,0,0,5,4,2,5,4,2,4,1,0,0,2
24015,0,1,1,1,0,0,0,0,4,1,1,5,2,1,4,3,0,2,2
24016,0,0,2,2,1,0,0,0,4,2,1,4,2,2,4,3,1,1,1
24017,1,0,3,2,0,0,0,0,4,1,2,5,5,2,3,2,1,1,1
24018,0,0,1,1,0,0,0,0,4,2,1,4,1,2,0,1,1,0,1
24019,0,0,1,1,1,0,0,0,1,2,4,4,1,1,1,1,0,1,1
24020,0,0,2,0,0,0,1,0,4,1,1,4,1,1,4,1,1,0,2
24021,0,1,1,2,1,0,0,0,5,2,2,5,4,1,4,1,1,1,2
24023,0,0,3,1,0,0,0,0,5,2,1,5,2,1,3,0,1,1,2
24025,0,0,2,1,0,0,0,1,3,3,5,4,4,2,2,0,0,1,1
24026,0,0,1,2,1,0,0,0,4,1,1,4,1,1,1,3,0,2,1
24027,0,1,2,2,1,0,1,1,4,2,4,4,4,2,4,1,0,1,2
24028,0,0,2,1,1,0,0,0,4,2,2,4,2,2,0,,1,,0
24031,0,0,1,1,1,0,0,0,4,2,2,4,2,2,0,3,1,0,1
24032,0,0,0,2,0,0,0,0,5,1,1,4,1,1,2,1,0,2,1
24034,0,1,2,1,0,0,1,1,4,2,4,2,4,5,4,3,0,1,2
24035,0,1,2,2,1,0,1,1,3,4,4,5,2,2,2,3,0,2,1
24037,0,0,0,2,1,0,0,0,4,2,2,4,2,2,1,3,0,2,1
24038,0,0,0,1,0,0,0,0,4,2,2,4,2,2,1,2,0,2,1
24039,0,1,2,1,0,0,0,0,3,4,2,4,2,2,4,1,0,1,2
24040,0,0,2,2,0,0,0,0,4,2,1,4,2,1,1,3,0,2,1
24041,0,0,2,2,1,0,0,0,1,2,5,4,2,5,3,3,1,2,1
24042,1,1,1,1,1,0,1,0,4,2,2,4,5,2,2,2,0,0,2
24043,1,1,1,2,1,0,0,1,5,4,1,5,4,1,1,3,1,2,1
24044,0,0,0,1,0,0,0,0,4,2,1,4,1,1,2,1,0,1,1
24047,1,1,2,2,1,0,0,0,4,4,2,4,4,1,4,3,1,2,2
24049,0,0,2,1,0,0,0,0,4,1,1,4,1,1,2,2,0,1,1
24051,1,0,2,1,0,0,0,0,4,2,1,4,2,1,3,1,1,1,1
24052,0,1,0,2,1,0,1,0,3,1,1,5,5,1,4,2,1,0,2
24053,0,1,1,1,0,0,0,1,3,2,1,5,5,4,4,0,1,0,2
24054,0,0,1,1,1,0,0,0,3,2,4,4,2,4,3,2,1,1,1
24055,0,0,2,2,1,0,0,0,4,2,2,4,2,2,2,2,1,1,1
24056,0,0,1,2,1,0,0,1,4,2,4,4,2,5,0,3,1,1,1
24057,0,0,2,2,0,0,0,0,4,2,2,2,2,2,2,2,1,2,1
24059,0,0,2,1,1,0,0,0,5,1,2,4,2,4,2,2,0,1,1
24061,0,0,1,1,1,0,0,1,5,4,5,5,5,1,2,2,1,1,2
24062,0,0,2,1,1,0,0,0,4,1,1,4,1,4,3,3,1,1,1
24063,0,0,2,2,1,0,0,0,5,2,1,4,2,1,2,3,1,2,2
24064,0,0,1,1,1,0,0,0,3,1,1,5,1,1,1,2,1,1,1
24065,0,0,0,0,1,0,1,1,3,1,1,2,1,1,3,2,0,1,0
24068,0,0,1,1,1,0,0,0,4,4,2,4,4,2,0,2,0,1,2
24070,0,0,2,0,0,0,0,1,5,1,1,5,1,1,4,1,1,1,2
24071,0,1,3,1,0,0,0,,3,2,4,5,2,2,3,2,1,0,2
24072,0,0,1,2,1,0,0,0,3,2,1,4,2,2,0,3,0,2,1
24073,0,1,2,1,1,0,1,0,5,4,2,5,4,4,1,3,0,2,1
24074,0,0,1,1,1,0,1,0,5,5,5,5,5,5,1,1,1,0,1
24076,0,1,1,2,1,0,0,1,5,1,2,5,2,1,4,3,1,1,2
24077,0,0,2,2,1,0,0,0,3,4,4,4,2,2,1,2,0,2,1
24078,0,0,0,1,1,0,0,0,3,1,1,2,1,1,2,,1,1,1
24079,0,0,0,1,1,0,0,0,4,2,2,4,2,2,0,0,0,1,2
24081,0,0,1,1,1,0,0,0,5,2,2,5,2,2,2,3,0,1,1
24084,0,0,2,1,1,0,0,1,4,2,2,4,1,5,1,3,0,1,2
24085,0,0,2,1,0,0,0,1,4,4,2,4,4,2,1,,0,,
